MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
0.5,0.0555555555555555,0.375,0.0588235294117647,0.5294117647058824,0.7058823529411764,0.375,0.4375,0.125,0.0555555555555555,0.4375,0.3529411764705882,0.0588235294117647,0.25,0.375,0.2352941176470588,0.0526315789473684,0.2272727272727273,0.4375,0.25,0.6677883684321434
0.3125,0.2777777777777778,0.1875,0.2352941176470588,0.2941176470588235,0.1176470588235294,0.6875,0.1875,0.3125,0.1111111111111111,0.3125,0.2352941176470588,0.3529411764705882,0.25,0.4375,0.2941176470588235,0.5263157894736842,0.1363636363636363,0.375,0.1875,0.4204023173206967
0.375,0.2777777777777778,0.25,0.3529411764705882,0.2941176470588235,0.1176470588235294,0.25,0.375,0.3125,0.0555555555555555,0.3125,0.3529411764705882,0.3529411764705882,0.1875,0.375,0.3529411764705882,0.1578947368421052,0.1818181818181818,0.375,0.25,0.429416143741095
0.25,0.1666666666666666,0.375,0.1176470588235294,0.3529411764705882,0.3529411764705882,0.375,0.125,0.5,0.2222222222222222,0.375,0.2941176470588235,0.1176470588235294,0.125,0.5,0.4117647058823529,0.2631578947368421,0.2727272727272727,0.25,0.3125,0.38452848087095126
0.25,0.2777777777777778,0.6875,0.3529411764705882,0.1176470588235294,0.1176470588235294,0.375,0.1875,0.5,0.1666666666666666,0.375,0.2941176470588235,0.2352941176470588,0.3125,0.25,0.5294117647058824,0.0,0.3181818181818182,0.25,0.1875,0.1327355860321848
0.125,0.1111111111111111,0.375,0.2352941176470588,0.1176470588235294,0.2352941176470588,0.0625,0.1875,0.4375,0.3333333333333333,0.375,0.5294117647058824,0.4705882352941176,0.125,0.4375,0.1764705882352941,0.2105263157894736,0.4090909090909091,0.375,0.5,0.17322332314917296
0.25,0.2222222222222222,0.1875,0.1764705882352941,0.2941176470588235,0.2941176470588235,0.375,0.1875,0.25,0.3333333333333333,0.375,0.2352941176470588,0.1764705882352941,0.125,0.3125,0.4117647058823529,0.2105263157894736,0.1363636363636363,0.375,0.1875,0.40596168174495645
0.25,0.5555555555555556,0.1875,0.3529411764705882,0.3529411764705882,0.1764705882352941,0.6875,0.75,0.25,0.1666666666666666,0.4375,0.2352941176470588,0.1764705882352941,0.3125,0.375,0.1176470588235294,0.2105263157894736,0.3181818181818182,0.25,0.3125,0.41771948222124394
0.25,0.3888888888888888,0.1875,0.1764705882352941,0.1764705882352941,0.2352941176470588,0.5,0.0625,0.25,0.1111111111111111,0.6875,0.1764705882352941,0.1176470588235294,0.1875,0.125,0.2941176470588235,0.0526315789473684,0.0454545454545454,0.375,0.25,0.3424858006819679
0.1875,0.3888888888888888,0.25,0.2941176470588235,0.2941176470588235,0.2941176470588235,0.3125,0.3125,0.1875,0.1111111111111111,0.1875,0.2941176470588235,0.4117647058823529,0.125,0.375,0.5294117647058824,0.3157894736842105,0.0909090909090909,0.25,0.25,0.34670682646136186
0.25,0.3333333333333333,0.375,0.4117647058823529,0.4705882352941176,0.1176470588235294,0.0,0.1875,0.1875,0.3333333333333333,0.25,0.1764705882352941,0.1764705882352941,0.375,0.1875,0.3529411764705882,0.2631578947368421,0.2727272727272727,0.0625,0.5625,0.4000781919292932
0.3125,0.2777777777777778,0.375,0.2941176470588235,0.2941176470588235,0.3529411764705882,0.3125,0.5,0.3125,0.3888888888888888,0.25,0.2941176470588235,0.7647058823529411,0.4375,0.375,0.4705882352941176,0.1052631578947368,0.1363636363636363,0.1875,0.0625,0.38740377013866045
0.125,0.1666666666666666,0.3125,0.2941176470588235,0.2352941176470588,0.2941176470588235,0.25,0.375,0.25,0.5555555555555556,0.375,0.2352941176470588,0.1764705882352941,0.375,0.25,0.1764705882352941,0.1052631578947368,0.2272727272727273,0.25,0.375,0.2588442178720536
0.375,0.4444444444444444,0.375,0.4117647058823529,0.4705882352941176,0.4705882352941176,0.25,0.375,0.5,0.2222222222222222,0.25,0.2941176470588235,0.2941176470588235,0.5,0.375,0.2941176470588235,0.2631578947368421,0.2272727272727273,0.25,0.125,0.5305022360094543
0.3125,0.1666666666666666,0.1875,0.4117647058823529,0.3529411764705882,0.3529411764705882,0.5625,0.1875,0.5625,0.2222222222222222,0.4375,0.4117647058823529,0.4705882352941176,0.3125,0.125,0.2352941176470588,0.3157894736842105,0.1363636363636363,0.0625,0.25,0.48492362018086826
0.25,0.3333333333333333,0.625,0.2941176470588235,0.6470588235294118,0.4705882352941176,0.4375,0.125,0.5,0.3333333333333333,0.5,0.2941176470588235,0.3529411764705882,0.125,0.625,0.4117647058823529,0.1578947368421052,0.2272727272727273,0.25,0.25,0.4621253312668468
0.25,0.1666666666666666,0.125,0.2352941176470588,0.2941176470588235,0.4705882352941176,0.375,0.4375,0.25,0.3333333333333333,0.3125,0.3529411764705882,0.2352941176470588,0.125,0.3125,0.4705882352941176,0.1052631578947368,0.2272727272727273,0.375,0.0625,0.4425422652865347
0.25,0.1111111111111111,0.4375,0.1764705882352941,0.2352941176470588,0.2941176470588235,0.125,0.5625,0.1875,0.5,0.25,0.2941176470588235,0.1764705882352941,0.125,0.25,0.2941176470588235,0.2105263157894736,0.2272727272727273,0.3125,0.3125,0.3025253972225395
0.25,0.3333333333333333,0.25,0.1764705882352941,0.0588235294117647,0.3529411764705882,0.1875,0.25,0.1875,0.1666666666666666,0.5,0.1176470588235294,0.4117647058823529,0.25,0.125,0.7058823529411764,0.2105263157894736,0.2272727272727273,0.1875,0.3125,0.2842736836205428
0.25,0.3333333333333333,0.1875,0.2352941176470588,0.2941176470588235,0.2941176470588235,0.5,0.3125,0.3125,0.3333333333333333,0.3125,0.0,0.3529411764705882,0.1875,0.3125,0.1764705882352941,0.1052631578947368,0.4545454545454546,0.375,0.4375,0.401592765564081
0.3125,0.1111111111111111,0.375,0.4117647058823529,0.3529411764705882,0.1764705882352941,0.1875,0.1875,0.4375,0.1666666666666666,0.4375,0.3529411764705882,0.1764705882352941,0.125,0.1875,0.1176470588235294,0.3684210526315789,0.3181818181818182,0.5,0.3125,0.39785476153470195
0.5,0.2222222222222222,0.4375,0.3529411764705882,0.0588235294117647,0.4117647058823529,0.3125,0.375,0.1875,0.2777777777777778,0.4375,0.3529411764705882,0.2352941176470588,0.1875,0.25,0.3529411764705882,0.3157894736842105,0.1363636363636363,0.375,0.4375,0.3965577125446063
0.5625,0.3333333333333333,0.0625,0.5294117647058824,0.2352941176470588,0.2352941176470588,0.4375,0.5,0.4375,0.2777777777777778,0.375,0.2352941176470588,0.4117647058823529,0.125,0.625,0.2352941176470588,0.2631578947368421,0.2272727272727273,0.5625,0.3125,0.6042039119077982
0.375,0.1666666666666666,0.4375,0.4705882352941176,0.2941176470588235,0.1764705882352941,0.3125,0.1875,0.3125,0.5555555555555556,0.1875,0.2941176470588235,0.4117647058823529,0.1875,0.0625,0.2941176470588235,0.2105263157894736,0.3181818181818182,0.1875,0.4375,0.38268174043818537
0.5,0.5,0.375,0.2352941176470588,0.4117647058823529,0.2941176470588235,0.3125,0.25,0.5625,0.3333333333333333,0.3125,0.6470588235294118,0.6470588235294118,0.5625,0.3125,0.3529411764705882,0.4210526315789473,0.2727272727272727,0.4375,0.4375,0.5538838023741375
0.1875,0.3333333333333333,0.25,0.2941176470588235,0.2941176470588235,0.1764705882352941,0.4375,0.0625,0.1875,0.2777777777777778,0.1875,0.1176470588235294,0.2352941176470588,0.3125,0.4375,0.2352941176470588,0.3157894736842105,0.3181818181818182,0.3125,0.125,0.3308418375190087
0.25,0.2777777777777778,0.375,0.2941176470588235,0.3529411764705882,0.4705882352941176,0.375,0.25,0.3125,0.1666666666666666,0.375,0.1176470588235294,0.4117647058823529,0.3125,0.5,0.2352941176470588,0.1578947368421052,0.2272727272727273,0.5,0.1875,0.40646143604285145
0.3125,0.2222222222222222,0.375,0.2352941176470588,0.2352941176470588,0.1764705882352941,0.1875,0.1875,0.4375,0.2222222222222222,0.25,0.2352941176470588,0.1176470588235294,0.125,0.25,0.4117647058823529,0.2631578947368421,0.1818181818181818,0.5,0.25,0.3381018663673345
0.375,0.5555555555555556,0.3125,0.3529411764705882,0.2941176470588235,0.1764705882352941,0.1875,0.625,0.125,0.1666666666666666,0.1875,0.1764705882352941,0.2352941176470588,0.1875,0.125,0.4117647058823529,0.2631578947368421,0.1818181818181818,0.3125,0.5,0.42441107163251796
0.375,0.3333333333333333,0.5,0.4117647058823529,0.2352941176470588,0.4705882352941176,0.375,0.4375,0.125,0.1111111111111111,0.4375,0.3529411764705882,0.3529411764705882,0.3125,0.375,0.0,0.3684210526315789,0.0909090909090909,0.375,0.6875,0.3802149314648114
0.375,0.1666666666666666,0.25,0.3529411764705882,0.1764705882352941,0.2352941176470588,0.125,0.4375,0.6875,0.1666666666666666,0.4375,0.5294117647058824,0.3529411764705882,0.125,0.4375,0.3529411764705882,0.4210526315789473,0.1363636363636363,0.5625,0.4375,0.3933402338479224
0.625,0.2777777777777778,0.1875,0.1764705882352941,0.0588235294117647,0.3529411764705882,0.3125,0.5,0.375,0.2777777777777778,0.1875,0.2941176470588235,0.3529411764705882,0.25,0.4375,0.1176470588235294,0.4210526315789473,0.1818181818181818,0.3125,0.1875,0.5402617241345953
0.375,0.2222222222222222,0.4375,0.2941176470588235,0.4705882352941176,0.3529411764705882,0.3125,0.1875,0.25,0.1666666666666666,0.1875,0.3529411764705882,0.4117647058823529,0.1875,0.1875,0.2352941176470588,0.3157894736842105,0.4090909090909091,0.25,0.25,0.502256313265026
0.1875,0.4444444444444444,0.125,0.2941176470588235,0.4705882352941176,0.2941176470588235,0.3125,0.0625,0.4375,0.2777777777777778,0.375,0.1764705882352941,0.5294117647058824,0.0625,0.0625,0.2352941176470588,0.3157894736842105,0.3181818181818182,0.25,0.1875,0.4668345195278449
0.25,0.4444444444444444,0.4375,0.3529411764705882,0.4705882352941176,0.0,0.1875,0.25,0.4375,0.1111111111111111,0.4375,0.3529411764705882,0.2941176470588235,0.1875,0.1875,0.3529411764705882,0.2105263157894736,0.2727272727272727,0.25,0.25,0.36927105815461836
0.25,0.2222222222222222,0.3125,0.3529411764705882,0.3529411764705882,0.2941176470588235,0.3125,0.5625,0.375,0.3333333333333333,0.25,0.1764705882352941,0.4705882352941176,0.25,0.0625,0.4705882352941176,0.5789473684210527,0.2727272727272727,0.125,0.25,0.39547333849627875
0.1875,0.2222222222222222,0.25,0.2941176470588235,0.2941176470588235,0.1764705882352941,0.1875,0.5,0.5,0.2777777777777778,0.1875,0.4705882352941176,0.2941176470588235,0.1875,0.125,0.2352941176470588,0.4210526315789473,0.3181818181818182,0.125,0.3125,0.32595992158896525
0.3125,0.0555555555555555,0.3125,0.1764705882352941,0.2941176470588235,0.3529411764705882,0.125,0.4375,0.5625,0.3888888888888888,0.6875,0.4705882352941176,0.4117647058823529,0.25,0.1875,0.4117647058823529,0.1052631578947368,0.4545454545454546,0.1875,0.1875,0.41583412734880887
0.375,0.3888888888888888,0.1875,0.3529411764705882,0.2352941176470588,0.1764705882352941,0.625,0.3125,0.25,0.2222222222222222,0.4375,0.2352941176470588,0.2941176470588235,0.25,0.6875,0.1764705882352941,0.3157894736842105,0.3181818181818182,0.5,0.1875,0.444341766542737
0.25,0.3333333333333333,0.3125,0.5882352941176471,0.4117647058823529,0.3529411764705882,0.1875,0.375,0.3125,0.2222222222222222,0.3125,0.3529411764705882,0.1764705882352941,0.3125,0.3125,0.1176470588235294,0.1052631578947368,0.2272727272727273,0.375,0.5,0.4296851231981153
0.5,0.1666666666666666,0.5625,0.2941176470588235,0.2941176470588235,0.4705882352941176,0.25,0.25,0.4375,0.2777777777777778,0.3125,0.1176470588235294,0.2941176470588235,0.1875,0.1875,0.0588235294117647,0.5789473684210527,0.2727272727272727,0.375,0.5,0.4784114535731876
0.1875,0.2222222222222222,0.25,0.1764705882352941,0.2941176470588235,0.4705882352941176,0.3125,0.3125,0.3125,0.2777777777777778,0.375,0.5294117647058824,0.1764705882352941,0.0,0.0,0.5294117647058824,0.3157894736842105,0.2272727272727273,0.375,0.25,0.36133566361982267
0.5,0.4444444444444444,0.3125,0.2941176470588235,0.1176470588235294,0.4117647058823529,0.4375,0.375,0.625,0.2777777777777778,0.375,0.2941176470588235,0.4117647058823529,0.1875,0.375,0.2352941176470588,0.2631578947368421,0.1363636363636363,0.3125,0.375,0.46112308718250955
0.1875,0.1666666666666666,0.1875,0.2941176470588235,0.1176470588235294,0.1176470588235294,0.1875,0.5625,0.25,0.5,0.125,0.5882352941176471,0.3529411764705882,0.125,0.25,0.2352941176470588,0.2105263157894736,0.0454545454545454,0.0625,0.3125,0.2583537873773899
0.125,0.0555555555555555,0.625,0.0588235294117647,0.4117647058823529,0.1764705882352941,0.4375,0.6875,0.25,0.3333333333333333,0.5,0.5882352941176471,0.0588235294117647,0.25,0.3125,0.2941176470588235,0.1052631578947368,0.2727272727272727,0.3125,0.5,0.22814297229744437
0.4375,0.2777777777777778,0.125,0.2352941176470588,0.4117647058823529,0.1176470588235294,0.4375,0.25,0.1875,0.1666666666666666,0.125,0.2352941176470588,0.0,0.375,0.375,0.2941176470588235,0.4210526315789473,0.1818181818181818,0.3125,0.4375,0.5672008853306412
0.375,0.1111111111111111,0.625,0.3529411764705882,0.4705882352941176,0.2941176470588235,0.1875,0.3125,0.1875,0.1666666666666666,0.3125,0.4705882352941176,0.1764705882352941,0.1875,0.375,0.2941176470588235,0.2631578947368421,0.2272727272727273,0.1875,0.25,0.4187951871012036
0.375,0.3888888888888888,0.5,0.4705882352941176,0.3529411764705882,0.6470588235294118,0.375,0.1875,0.125,0.2222222222222222,0.25,0.3529411764705882,0.2352941176470588,0.4375,0.1875,0.3529411764705882,0.1578947368421052,0.5454545454545454,0.0625,0.0625,0.466096210696559
0.0625,0.3333333333333333,0.4375,0.3529411764705882,0.1764705882352941,0.0,0.5625,0.375,0.25,0.2222222222222222,0.3125,0.2941176470588235,0.1176470588235294,0.375,0.375,0.2352941176470588,0.1052631578947368,0.0909090909090909,0.5,0.3125,0.11490773480326008
0.375,0.2777777777777778,0.25,0.4705882352941176,0.2941176470588235,0.2941176470588235,0.375,0.5,0.5,0.5,0.3125,0.1764705882352941,0.3529411764705882,0.1875,0.375,0.1176470588235294,0.3684210526315789,0.1363636363636363,0.5625,0.3125,0.4700591534816261
0.5625,0.3333333333333333,0.5,0.1176470588235294,0.4705882352941176,0.3529411764705882,0.25,0.1875,0.375,0.3333333333333333,0.25,0.3529411764705882,0.2352941176470588,0.125,0.25,0.2941176470588235,0.3157894736842105,0.0454545454545454,0.25,0.1875,0.5890376081846497
0.1875,0.1666666666666666,0.375,0.1764705882352941,0.6470588235294118,0.3529411764705882,0.1875,0.25,0.1875,0.0555555555555555,0.125,0.2941176470588235,0.2941176470588235,0.375,0.1875,0.4117647058823529,0.1578947368421052,0.4545454545454546,0.3125,0.3125,0.4767267627547647
0.0,0.3333333333333333,0.4375,0.1176470588235294,0.1764705882352941,0.2352941176470588,0.3125,0.4375,0.4375,0.3333333333333333,0.0625,0.2941176470588235,0.5294117647058824,0.3125,0.3125,0.2352941176470588,0.3157894736842105,0.1363636363636363,0.25,0.4375,0.10835094328886462
0.125,0.3333333333333333,0.25,0.2941176470588235,0.2352941176470588,0.2352941176470588,0.0625,0.1875,0.0625,0.2777777777777778,0.1875,0.3529411764705882,0.1764705882352941,0.125,0.125,0.2352941176470588,0.1578947368421052,0.2727272727272727,0.25,0.4375,0.27720144497765054
0.25,0.2222222222222222,0.3125,0.5294117647058824,0.1764705882352941,0.2941176470588235,0.25,0.1875,0.3125,0.4444444444444444,0.375,0.4117647058823529,0.5294117647058824,0.125,0.375,0.1764705882352941,0.2631578947368421,0.1818181818181818,0.3125,0.375,0.3138609501184341
0.1875,0.2222222222222222,0.5,0.1764705882352941,0.2941176470588235,0.2352941176470588,0.25,0.1875,0.1875,0.1666666666666666,0.25,0.2941176470588235,0.5294117647058824,0.1875,0.1875,0.2941176470588235,0.3157894736842105,0.3636363636363636,0.1875,0.25,0.25866341617573485
0.1875,0.4444444444444444,0.3125,0.2352941176470588,0.2352941176470588,0.1764705882352941,0.125,0.0625,0.25,0.3333333333333333,0.3125,0.1176470588235294,0.4117647058823529,0.3125,0.375,0.0588235294117647,0.0526315789473684,0.2727272727272727,0.4375,0.375,0.2853717670298201
0.375,0.1666666666666666,0.4375,0.4705882352941176,0.3529411764705882,0.1176470588235294,0.25,0.1875,0.375,0.3888888888888888,0.25,0.2941176470588235,0.2352941176470588,0.375,0.25,0.2352941176470588,0.2631578947368421,0.3181818181818182,0.375,0.4375,0.4054627633123509
0.125,0.4444444444444444,0.25,0.2941176470588235,0.3529411764705882,0.1764705882352941,0.0625,0.25,0.3125,0.2777777777777778,0.1875,0.2941176470588235,0.2941176470588235,0.1875,0.25,0.5294117647058824,0.1578947368421052,0.2272727272727273,0.375,0.125,0.3227165281200852
0.3125,0.2777777777777778,0.125,0.2352941176470588,0.1764705882352941,0.3529411764705882,0.125,0.1875,0.25,0.5555555555555556,0.5625,0.4117647058823529,0.4117647058823529,0.5,0.3125,0.1176470588235294,0.0526315789473684,0.1818181818181818,0.0,0.25,0.4139105490102512
0.3125,0.5,0.3125,0.1764705882352941,0.1764705882352941,0.1176470588235294,0.3125,0.25,0.3125,0.0555555555555555,0.3125,0.2941176470588235,0.3529411764705882,0.3125,0.5,0.3529411764705882,0.1578947368421052,0.2272727272727273,0.5625,0.5,0.321891101031717
0.4375,0.5,0.5,0.1764705882352941,0.2941176470588235,0.4705882352941176,0.4375,0.375,0.1875,0.3333333333333333,0.3125,0.4117647058823529,0.4705882352941176,0.5,0.1875,0.2352941176470588,0.4210526315789473,0.2272727272727273,0.375,0.1875,0.4493969252976876
